日期,品牌,产品类别,产品型号,销售数量,单价(元),销售额(元),省份,城市,销售渠道,经销商
2025-07-15,小米,平板,Redmi Pad,15,1036,15540,山东,潍坊,线下专卖店,潍坊小米专卖店
2025-07-15,OPPO,手表,Watch 4 Pro,15,2301,34515,四川,成都,拼多多,拼多多平台
2025-07-16,索尼,手机,Xperia 5 V,3,6397,19191,浙江,嘉兴,电器城,嘉兴索尼专卖店
2025-07-16,小米,平板,Redmi Pad,8,1043,8344,湖南,株洲,线下专卖店,株洲电器城
2025-07-16,惠普,显示器,E27u G5,13,2096,27248,上海,上海市,京东,京东平台
2025-07-17,苹果,耳机,AirPods 3,2,1399,2798,重庆,重庆市,拼多多,拼多多平台
2025-07-17,索尼,手机,Xperia 5 V,2,6694,13388,重庆,重庆市,线下专卖店,重庆市索尼专卖店
2025-07-19,苹果,笔记本,MacBook Pro 14,4,14680,58720,辽宁,大连,品牌官网,品牌官网平台
2025-07-19,苹果,手机,iPhone 15 Pro,5,9790,48950,重庆,重庆市,拼多多,拼多多平台
2025-07-20,三星,手表,Galaxy Watch 6,2,2518,5036,四川,绵阳,电器城,绵阳电器城
2025-07-20,索尼,耳机,WF-1000XM5,12,1599,19188,河南,洛阳,电器城,洛阳索尼专卖店
2025-07-20,惠普,笔记本,暗影精灵9,7,8612,60284,北京,北京市,天猫,天猫平台
2025-07-21,vivo,耳机,TWS 3,12,634,7608,北京,北京市,电器城,北京市vivo专卖店
2025-07-21,苹果,耳机,AirPods 3,11,1399,15389,北京,北京市,品牌官网,品牌官网平台
2025-07-21,索尼,手机,Xperia 5 V,7,6710,46970,河南,郑州,拼多多,拼多多平台
2025-07-22,vivo,手机,S18,12,3111,37332,陕西,西安,线下专卖店,西安vivo专卖店
2025-07-22,惠普,显示器,X27q,15,1739,26085,北京,北京市,京东,京东平台
2025-07-22,苹果,平板,iPad Pro 11,2,7314,14628,四川,成都,天猫,天猫平台
2025-07-22,OPPO,耳机,Enco X2,14,1052,14728,重庆,重庆市,线下专卖店,重庆市电器城
2025-07-23,华为,手机,Mate 60,2,6824,13648,福建,厦门,拼多多,拼多多平台
2025-07-24,戴尔,显示器,UltraSharp 27,8,3648,29184,广东,东莞,电器城,东莞电器城
2025-07-25,戴尔,笔记本,XPS 13,4,11213,44852,上海,上海市,电器城,上海市电器城
2025-07-25,荣耀,手表,Watch 4,12,1213,14556,河北,唐山,天猫,天猫平台
2025-07-25,华为,手表,Watch Ultimate,7,6226,43582,上海,上海市,京东,京东平台
2025-07-26,惠普,笔记本,Envy 16,2,10288,20576,山东,烟台,天猫,天猫平台
2025-07-26,小米,耳机,Redmi Buds 4 Pro,5,463,2315,广东,珠海,品牌官网,品牌官网平台
2025-07-27,索尼,手机,Xperia 1 V,7,8486,59402,湖北,宜昌,天猫,天猫平台
2025-07-27,华为,手表,Watch Ultimate,3,6528,19584,广东,东莞,天猫,天猫平台
2025-07-28,华为,耳机,FreeBuds Pro 3,12,1199,14388,上海,上海市,电器城,上海市华为专卖店
2025-07-28,华为,手机,Nova 12,7,3331,23317,上海,上海市,天猫,天猫平台
2025-07-29,小米,平板,Redmi Pad,10,1251,12510,北京,北京市,电器城,北京市小米专卖店
2025-07-29,荣耀,手表,Band 7,1,356,356,四川,成都,拼多多,拼多多平台
2025-07-30,苹果,手机,iPhone 14,13,5775,75075,河南,郑州,京东,京东平台
2025-07-30,联想,平板,小新Pad Pro,9,3050,27450,湖南,衡阳,京东,京东平台
2025-07-30,小米,平板,Xiaomi Pad 6,6,2123,12738,广东,佛山,电器城,佛山电器城
2025-07-31,小米,耳机,Redmi Buds 4 Pro,2,465,930,辽宁,沈阳,品牌官网,品牌官网平台
2025-07-31,三星,平板,Galaxy Tab S9,13,5626,73138,湖北,襄阳,天猫,天猫平台
2025-08-01,vivo,手机,Y100,12,1522,18264,福建,泉州,线下专卖店,泉州vivo专卖店
2025-08-01,联想,笔记本,拯救者Y9000P,7,12148,85036,河南,郑州,天猫,天猫平台
2025-08-01,OPPO,手表,Watch 4 Pro,2,2040,4080,上海,上海市,京东,京东平台
2025-08-01,荣耀,笔记本,MagicBook Pro 16,14,6919,96866,浙江,温州,拼多多,拼多多平台
2025-08-02,苹果,手机,iPhone 15 Pro,2,8440,16880,陕西,宝鸡,电器城,宝鸡电器城
2025-08-02,荣耀,手机,90 GT,1,2665,2665,湖南,株洲,天猫,天猫平台
2025-08-02,vivo,手机,Y100,4,1560,6240,福建,福州,品牌官网,品牌官网平台
2025-08-02,荣耀,平板,Pad 9,2,2256,4512,浙江,温州,电器城,温州荣耀专卖店
2025-08-02,荣耀,手机,X50,7,1818,12726,湖南,常德,电器城,常德荣耀专卖店
2025-08-02,荣耀,手表,Watch 4,12,1017,12204,重庆,重庆市,线下专卖店,重庆市荣耀专卖店
2025-08-02,OPPO,手表,Watch 4 Pro,5,2176,10880,四川,宜宾,天猫,天猫平台
2025-08-02,联想,平板,小新Pad Pro,13,2996,38948,陕西,宝鸡,天猫,天猫平台
2025-08-02,荣耀,手机,90 GT,12,2820,33840,山东,潍坊,拼多多,拼多多平台
2025-08-03,小米,手机,Xiaomi 13T,10,3953,39530,浙江,温州,天猫,天猫平台
2025-08-03,苹果,耳机,AirPods 3,12,1399,16788,辽宁,大连,品牌官网,品牌官网平台
2025-08-03,索尼,耳机,LinkBuds S,11,1099,12089,四川,成都,品牌官网,品牌官网平台
2025-08-03,OPPO,手表,Watch 4 Pro,14,2144,30016,河北,保定,线下专卖店,保定OPPO专卖店
2025-08-04,华为,手机,Mate 60,6,6749,40494,浙江,温州,京东,京东平台
2025-08-05,OPPO,手机,Reno 11,15,3349,50235,湖南,株洲,京东,京东平台
2025-08-05,惠普,笔记本,Envy 16,9,10835,97515,江苏,苏州,京东,京东平台
2025-08-05,小米,笔记本,Xiaomi Book Pro 16,8,8989,71912,河北,保定,线下专卖店,保定小米专卖店
2025-08-06,苹果,手机,iPhone 14,8,5536,44288,广东,东莞,天猫,天猫平台
2025-08-06,联想,笔记本,ThinkPad X1 Carbon,1,11537,11537,山东,潍坊,拼多多,拼多多平台
2025-08-06,苹果,手机,iPhone 14,4,5635,22540,北京,北京市,天猫,天猫平台
2025-08-06,华为,平板,MatePad 11,8,3039,24312,湖北,襄阳,天猫,天猫平台
2025-08-06,小米,手表,Redmi Watch 4,4,570,2280,四川,宜宾,天猫,天猫平台
2025-08-07,索尼,手机,Xperia 5 V,8,6535,52280,重庆,重庆市,电器城,重庆市索尼专卖店
2025-08-07,惠普,笔记本,暗影精灵9,6,9696,58176,福建,泉州,线下专卖店,泉州电器城
2025-08-07,联想,笔记本,ThinkPad X1 Carbon,1,11336,11336,浙江,嘉兴,天猫,天猫平台
2025-08-07,荣耀,平板,Pad 9,5,2210,11050,上海,上海市,天猫,天猫平台
2025-08-08,vivo,耳机,TWS Air,12,208,2496,上海,上海市,拼多多,拼多多平台
2025-08-08,惠普,笔记本,暗影精灵9,13,7920,102960,广东,深圳,线下专卖店,深圳惠普专卖店
2025-08-08,小米,手机,Redmi K70,10,3277,32770,四川,绵阳,天猫,天猫平台
2025-08-08,惠普,显示器,E27u G5,8,2094,16752,浙江,杭州,天猫,天猫平台
2025-08-08,小米,耳机,Xiaomi Buds 3,11,659,7249,山东,青岛,品牌官网,品牌官网平台
2025-08-09,三星,耳机,Buds FE,14,699,9786,广东,珠海,线下专卖店,珠海电器城
2025-08-09,联想,笔记本,小新Pro 16,13,5664,73632,安徽,合肥,电器城,合肥电器城
2025-08-09,索尼,手机,Xperia 1 V,9,9973,89757,湖南,衡阳,线下专卖店,衡阳索尼专卖店
2025-08-10,索尼,耳机,WF-1000XM5,4,1599,6396,山东,济南,电器城,济南电器城
2025-08-10,苹果,耳机,AirPods 3,12,1399,16788,重庆,重庆市,拼多多,拼多多平台
2025-08-10,索尼,耳机,WF-1000XM5,4,1599,6396,河南,新乡,线下专卖店,新乡电器城
2025-08-10,索尼,手机,Xperia 1 V,10,8995,89950,上海,上海市,拼多多,拼多多平台
2025-08-10,索尼,耳机,WF-1000XM5,8,1599,12792,河北,保定,天猫,天猫平台
2025-08-10,OPPO,手机,A3,7,1695,11865,重庆,重庆市,电器城,重庆市OPPO专卖店
2025-08-11,小米,笔记本,RedmiBook Pro 15,4,5904,23616,山东,青岛,电器城,青岛电器城
2025-08-11,荣耀,手表,Watch 4,7,1303,9121,辽宁,大连,品牌官网,品牌官网平台
2025-08-12,vivo,耳机,TWS Air,4,292,1168,上海,上海市,天猫,天猫平台
2025-08-12,三星,手表,Galaxy Watch 6,3,2497,7491,重庆,重庆市,天猫,天猫平台
2025-08-12,小米,手表,Xiaomi Watch S3,9,1010,9090,山东,青岛,电器城,青岛小米专卖店
2025-08-13,小米,手机,Xiaomi 14,3,4423,13269,重庆,重庆市,电器城,重庆市电器城
2025-08-13,小米,耳机,Xiaomi Buds 3,13,602,7826,湖南,衡阳,线下专卖店,衡阳电器城
2025-08-14,惠普,笔记本,暗影精灵9,10,9339,93390,湖北,襄阳,拼多多,拼多多平台
2025-08-15,小米,耳机,Redmi Buds 4 Pro,4,375,1500,辽宁,大连,品牌官网,品牌官网平台
2025-08-15,vivo,手机,X100 Pro,2,5071,10142,上海,上海市,京东,京东平台
2025-08-16,华为,平板,MatePad Pro,6,4899,29394,福建,厦门,京东,京东平台
2025-08-16,索尼,耳机,WH-1000XM5,2,1999,3998,福建,福州,电器城,福州索尼专卖店
2025-08-16,索尼,耳机,LinkBuds S,8,1099,8792,河北,唐山,线下专卖店,唐山电器城
2025-08-16,苹果,手机,iPhone 15 Pro,10,11068,110680,北京,北京市,拼多多,拼多多平台
2025-08-17,惠普,笔记本,暗影精灵9,1,7289,7289,北京,北京市,天猫,天猫平台
2025-08-17,苹果,手机,iPhone 15,9,6877,61893,浙江,嘉兴,京东,京东平台
2025-08-18,小米,手机,Redmi K70,10,2641,26410,河北,唐山,线下专卖店,唐山小米专卖店
2025-08-18,苹果,手机,iPhone 15 Pro,2,10883,21766,湖北,襄阳,京东,京东平台
2025-08-19,戴尔,笔记本,Inspiron 15,6,5747,34482,广东,佛山,拼多多,拼多多平台
2025-08-19,vivo,手机,S18,8,3298,26384,重庆,重庆市,线下专卖店,重庆市vivo专卖店
2025-08-19,索尼,耳机,LinkBuds S,14,1099,15386,江苏,苏州,品牌官网,品牌官网平台
2025-08-20,联想,笔记本,小新Pro 16,11,6837,75207,四川,宜宾,电器城,宜宾联想专卖店
2025-08-20,vivo,耳机,TWS 3,9,571,5139,四川,成都,天猫,天猫平台
2025-08-21,华为,耳机,FreeBuds Pro 3,8,1199,9592,陕西,宝鸡,电器城,宝鸡华为专卖店
2025-08-21,戴尔,笔记本,Alienware m16,5,17377,86885,安徽,芜湖,品牌官网,品牌官网平台
2025-08-21,联想,笔记本,拯救者Y9000P,2,12970,25940,辽宁,沈阳,天猫,天猫平台
2025-08-22,华为,耳机,FreeBuds 5,13,899,11687,江苏,苏州,品牌官网,品牌官网平台
2025-08-22,惠普,显示器,X27q,9,1882,16938,湖南,衡阳,电器城,衡阳惠普专卖店
2025-08-22,vivo,手机,Y100,6,1500,9000,福建,福州,电器城,福州vivo专卖店
2025-08-22,OPPO,手表,Watch 4 Pro,9,2491,22419,河南,郑州,拼多多,拼多多平台
2025-08-22,荣耀,笔记本,MagicBook X 14,2,4345,8690,浙江,嘉兴,电器城,嘉兴电器城
2025-08-23,华为,手表,Watch GT 4,4,2462,9848,辽宁,大连,线下专卖店,大连华为专卖店
2025-08-23,vivo,手机,S18,5,3194,15970,河北,石家庄,天猫,天猫平台
2025-08-23,小米,手表,Xiaomi Watch S3,14,859,12026,上海,上海市,品牌官网,品牌官网平台
2025-08-23,小米,耳机,Xiaomi Buds 3,3,609,1827,湖北,襄阳,天猫,天猫平台
2025-08-24,小米,笔记本,Xiaomi Book Pro 16,12,8621,103452,湖南,株洲,拼多多,拼多多平台
2025-08-25,荣耀,手表,Band 7,7,370,2590,陕西,宝鸡,京东,京东平台
2025-08-25,小米,耳机,Xiaomi Buds 3,12,681,8172,上海,上海市,拼多多,拼多多平台
2025-08-25,小米,平板,Xiaomi Pad 6,5,2682,13410,重庆,重庆市,拼多多,拼多多平台
2025-08-25,惠普,显示器,E27u G5,10,2309,23090,四川,成都,线下专卖店,成都惠普专卖店
2025-08-26,小米,手表,Redmi Watch 4,10,787,7870,河北,唐山,品牌官网,品牌官网平台
2025-08-27,vivo,手机,S18,6,3123,18738,重庆,重庆市,京东,京东平台
2025-08-27,vivo,耳机,TWS 3,9,645,5805,安徽,芜湖,电器城,芜湖vivo专卖店
2025-08-27,联想,笔记本,ThinkPad X1 Carbon,9,11640,104760,山东,青岛,品牌官网,品牌官网平台
2025-08-28,荣耀,笔记本,MagicBook X 14,7,4249,29743,湖北,武汉,线下专卖店,武汉荣耀专卖店
2025-08-28,OPPO,手表,Watch 4 Pro,9,2076,18684,山东,济南,天猫,天猫平台
2025-08-28,vivo,手机,S18,3,3199,9597,浙江,宁波,天猫,天猫平台
2025-08-28,惠普,显示器,E27u G5,2,2406,4812,湖南,株洲,天猫,天猫平台
2025-08-29,三星,手表,Galaxy Watch 6,15,2129,31935,河北,石家庄,天猫,天猫平台
2025-08-29,OPPO,手机,A3,9,1687,15183,四川,宜宾,品牌官网,品牌官网平台
2025-08-30,vivo,手机,Y100,10,1603,16030,重庆,重庆市,线下专卖店,重庆市电器城
2025-08-31,惠普,笔记本,Spectre x360,2,12651,25302,北京,北京市,天猫,天猫平台
2025-08-31,联想,笔记本,拯救者Y9000P,2,11042,22084,辽宁,大连,线下专卖店,大连电器城
2025-08-31,vivo,耳机,TWS 3,11,642,7062,陕西,西安,京东,京东平台
2025-09-01,惠普,笔记本,Spectre x360,4,12074,48296,江苏,南京,线下专卖店,南京惠普专卖店
2025-09-01,华为,手表,Watch Ultimate,2,7484,14968,上海,上海市,品牌官网,品牌官网平台
2025-09-02,戴尔,笔记本,XPS 13,13,11064,143832,湖北,襄阳,拼多多,拼多多平台
2025-09-02,小米,平板,Xiaomi Pad 6,9,2093,18837,福建,泉州,电器城,泉州小米专卖店
2025-09-02,惠普,显示器,E27u G5,1,2022,2022,重庆,重庆市,拼多多,拼多多平台
2025-09-02,三星,手机,Galaxy Z Flip5,12,9716,116592,上海,上海市,电器城,上海市三星专卖店
2025-09-04,联想,平板,小新Pad Pro,1,3006,3006,四川,成都,京东,京东平台
2025-09-04,小米,平板,Xiaomi Pad 6,1,2382,2382,江苏,常州,电器城,常州电器城
2025-09-04,苹果,耳机,AirPods 3,3,1399,4197,陕西,西安,天猫,天猫平台
2025-09-05,OPPO,耳机,Enco Air3,15,387,5805,湖南,株洲,品牌官网,品牌官网平台
2025-09-05,三星,手表,Galaxy Watch 6,3,2345,7035,山东,烟台,天猫,天猫平台
2025-09-06,苹果,笔记本,MacBook Air M2,12,8605,103260,辽宁,沈阳,京东,京东平台
2025-09-06,华为,手机,Mate 60,5,5830,29150,湖北,宜昌,天猫,天猫平台
2025-09-07,索尼,耳机,LinkBuds S,8,1099,8792,山东,潍坊,电器城,潍坊索尼专卖店
2025-09-07,vivo,手机,X100 Pro,9,5559,50031,山东,潍坊,拼多多,拼多多平台
2025-09-07,vivo,手机,Y100,9,1680,15120,广东,佛山,天猫,天猫平台
2025-09-07,小米,手机,Xiaomi 13T,9,3535,31815,重庆,重庆市,拼多多,拼多多平台
2025-09-08,小米,平板,Redmi Pad,9,1027,9243,河南,新乡,电器城,新乡小米专卖店
2025-09-08,索尼,手机,Xperia 1 V,11,8921,98131,福建,福州,天猫,天猫平台
2025-09-08,vivo,手机,S18,3,3069,9207,江苏,常州,拼多多,拼多多平台
2025-09-09,索尼,手机,Xperia 5 V,10,6929,69290,湖南,常德,电器城,常德电器城
2025-09-09,小米,手表,Redmi Watch 4,10,773,7730,湖南,株洲,品牌官网,品牌官网平台
2025-09-09,惠普,笔记本,Envy 16,14,10801,151214,四川,绵阳,电器城,绵阳电器城
2025-09-09,华为,耳机,FreeBuds Pro 3,4,1199,4796,河南,郑州,京东,京东平台
2025-09-09,联想,笔记本,小新Pro 16,12,5414,64968,江苏,南京,电器城,南京联想专卖店
2025-09-09,惠普,笔记本,Spectre x360,13,12532,162916,福建,福州,天猫,天猫平台
2025-09-10,华为,手机,Mate 60,4,5546,22184,四川,成都,天猫,天猫平台
2025-09-10,惠普,笔记本,暗影精灵9,13,9780,127140,陕西,宝鸡,电器城,宝鸡电器城
2025-09-10,OPPO,手表,Watch 4 Pro,11,2497,27467,浙江,温州,电器城,温州OPPO专卖店
2025-09-10,索尼,耳机,WH-1000XM5,3,1999,5997,陕西,西安,拼多多,拼多多平台
2025-09-11,vivo,手机,S18,10,2941,29410,广东,深圳,京东,京东平台
2025-09-11,联想,笔记本,ThinkPad X1 Carbon,3,14281,42843,北京,北京市,天猫,天猫平台
2025-09-11,荣耀,手表,Band 7,2,393,786,北京,北京市,拼多多,拼多多平台
2025-09-11,索尼,耳机,LinkBuds S,1,1099,1099,安徽,合肥,线下专卖店,合肥电器城
2025-09-13,索尼,手机,Xperia 1 V,10,8402,84020,浙江,嘉兴,拼多多,拼多多平台
2025-09-13,索尼,耳机,WH-1000XM5,1,1999,1999,浙江,嘉兴,线下专卖店,嘉兴电器城
2025-09-14,戴尔,显示器,UltraSharp 27,1,3762,3762,重庆,重庆市,拼多多,拼多多平台
2025-09-14,苹果,手机,iPhone 15,2,6477,12954,重庆,重庆市,线下专卖店,重庆市电器城
2025-09-14,索尼,手机,Xperia 1 V,15,9484,142260,广东,东莞,天猫,天猫平台
2025-09-15,华为,耳机,FreeBuds Pro 3,2,1199,2398,江苏,无锡,品牌官网,品牌官网平台
2025-09-15,苹果,手机,iPhone 14,3,6374,19122,重庆,重庆市,品牌官网,品牌官网平台
2025-09-17,vivo,手机,Y100,11,1510,16610,河南,郑州,京东,京东平台
2025-09-17,联想,平板,Yoga Tab 13,14,4750,66500,四川,宜宾,品牌官网,品牌官网平台
2025-09-18,惠普,笔记本,Spectre x360,11,12969,142659,广东,佛山,拼多多,拼多多平台
2025-09-18,vivo,耳机,TWS Air,13,261,3393,河北,唐山,拼多多,拼多多平台
2025-09-18,索尼,手机,Xperia 5 V,6,6946,41676,江苏,南京,线下专卖店,南京电器城
2025-09-18,小米,手机,Xiaomi 13T,2,3684,7368,四川,宜宾,天猫,天猫平台
2025-09-18,vivo,手机,S18,7,2801,19607,上海,上海市,拼多多,拼多多平台
2025-09-19,荣耀,手机,90 GT,13,2719,35347,四川,绵阳,电器城,绵阳荣耀专卖店
2025-09-20,惠普,笔记本,暗影精灵9,5,8453,42265,河南,郑州,天猫,天猫平台
2025-09-20,惠普,笔记本,暗影精灵9,7,7690,53830,北京,北京市,拼多多,拼多多平台
2025-09-21,小米,耳机,Redmi Buds 4 Pro,5,437,2185,辽宁,沈阳,拼多多,拼多多平台
2025-09-22,苹果,手机,iPhone 15,8,7624,60992,河北,保定,拼多多,拼多多平台
2025-09-22,小米,手机,Xiaomi 14,14,4506,63084,河北,唐山,拼多多,拼多多平台
2025-09-22,惠普,笔记本,暗影精灵9,13,7417,96421,陕西,宝鸡,线下专卖店,宝鸡惠普专卖店
2025-09-23,OPPO,手机,Find X7 Ultra,1,7807,7807,重庆,重庆市,京东,京东平台
2025-09-24,联想,笔记本,ThinkPad X1 Carbon,4,13499,53996,福建,福州,拼多多,拼多多平台
2025-09-24,小米,手机,Xiaomi 14,2,4438,8876,福建,泉州,天猫,天猫平台
2025-09-25,苹果,手机,iPhone 15 Pro,11,12206,134266,上海,上海市,天猫,天猫平台
2025-09-25,戴尔,笔记本,Alienware m16,6,19743,118458,安徽,芜湖,品牌官网,品牌官网平台
2025-09-25,索尼,耳机,WH-1000XM5,9,1999,17991,河北,唐山,品牌官网,品牌官网平台
2025-09-26,戴尔,显示器,S2721QS,9,2387,21483,辽宁,沈阳,天猫,天猫平台
2025-09-26,戴尔,显示器,UltraSharp 27,5,3916,19580,湖南,长沙,品牌官网,品牌官网平台
2025-09-27,苹果,耳机,AirPods Pro 2,11,1899,20889,安徽,芜湖,电器城,芜湖电器城
2025-09-27,惠普,显示器,E27u G5,8,2562,20496,福建,泉州,天猫,天猫平台
2025-09-28,vivo,耳机,TWS Air,9,261,2349,浙江,温州,电器城,温州电器城
2025-09-28,联想,平板,小新Pad Pro,2,2770,5540,安徽,合肥,线下专卖店,合肥电器城
2025-09-28,vivo,手机,X100 Pro,7,6674,46718,陕西,宝鸡,天猫,天猫平台
2025-09-28,苹果,手机,iPhone 14,12,4570,54840,河南,洛阳,天猫,天猫平台
2025-10-01,OPPO,耳机,Enco X2,6,922,5532,河北,石家庄,品牌官网,品牌官网平台
2025-10-01,索尼,手机,Xperia 5 V,3,6226,18678,辽宁,沈阳,拼多多,拼多多平台
2025-10-01,小米,耳机,Xiaomi Buds 3,9,638,5742,湖南,衡阳,天猫,天猫平台
2025-10-02,荣耀,手机,90 GT,1,3285,3285,重庆,重庆市,电器城,重庆市电器城
2025-10-02,惠普,笔记本,Envy 16,12,10715,128580,四川,成都,天猫,天猫平台
2025-10-02,荣耀,手表,Watch 4,3,1173,3519,重庆,重庆市,京东,京东平台
2025-10-02,戴尔,显示器,UltraSharp 27,10,3436,34360,湖北,襄阳,品牌官网,品牌官网平台
2025-10-03,苹果,平板,iPad Air,5,5519,27595,上海,上海市,天猫,天猫平台
2025-10-03,三星,耳机,Galaxy Buds2 Pro,7,1299,9093,安徽,合肥,线下专卖店,合肥三星专卖店
2025-10-04,三星,平板,Tab A9,4,2718,10872,河南,洛阳,天猫,天猫平台
2025-10-05,联想,笔记本,ThinkPad X1 Carbon,10,12298,122980,上海,上海市,线下专卖店,上海市联想专卖店
2025-10-06,OPPO,手表,Watch 4 Pro,5,2079,10395,福建,厦门,品牌官网,品牌官网平台
2025-10-06,小米,耳机,Xiaomi Buds 3,2,661,1322,湖南,长沙,电器城,长沙小米专卖店
2025-10-06,OPPO,手表,Watch 4 Pro,14,2421,33894,山东,烟台,京东,京东平台
2025-10-06,华为,平板,MatePad Pro,12,4947,59364,北京,北京市,线下专卖店,北京市电器城
2025-10-06,索尼,手机,Xperia 1 V,14,9345,130830,辽宁,大连,品牌官网,品牌官网平台
2025-10-07,三星,手表,Galaxy Watch 6,12,2614,31368,安徽,合肥,电器城,合肥三星专卖店
2025-10-07,索尼,耳机,LinkBuds S,13,1099,14287,福建,福州,线下专卖店,福州电器城
2025-10-07,三星,平板,Galaxy Tab S9,15,6355,95325,重庆,重庆市,线下专卖店,重庆市三星专卖店
2025-10-07,三星,耳机,Galaxy Buds2 Pro,12,1299,15588,浙江,宁波,线下专卖店,宁波三星专卖店
2025-10-07,OPPO,手表,Watch 4 Pro,15,2293,34395,湖北,宜昌,拼多多,拼多多平台
2025-10-09,戴尔,笔记本,Alienware m16,14,17841,249774,浙江,温州,天猫,天猫平台
2025-10-09,vivo,手机,Y100,10,1886,18860,江苏,无锡,天猫,天猫平台
2025-10-09,戴尔,笔记本,Inspiron 15,2,5272,10544,上海,上海市,电器城,上海市电器城
2025-10-09,vivo,手机,X100 Pro,5,6848,34240,四川,成都,品牌官网,品牌官网平台
2025-10-09,三星,手机,Galaxy Z Flip5,14,8505,119070,广东,东莞,线下专卖店,东莞电器城
2025-10-09,索尼,手机,Xperia 1 V,12,8991,107892,安徽,蚌埠,京东,京东平台
2025-10-10,索尼,手机,Xperia 5 V,4,6642,26568,山东,潍坊,拼多多,拼多多平台
2025-10-11,小米,耳机,Redmi Buds 4 Pro,9,396,3564,浙江,温州,线下专卖店,温州电器城
2025-10-11,华为,耳机,FreeBuds Pro 3,14,1199,16786,江苏,无锡,天猫,天猫平台
2025-10-11,小米,平板,Redmi Pad,5,1551,7755,重庆,重庆市,京东,京东平台
2025-10-12,荣耀,平板,Pad X9,7,1311,9177,湖南,衡阳,品牌官网,品牌官网平台
2025-10-13,华为,耳机,FreeBuds Pro 3,6,1199,7194,河北,保定,天猫,天猫平台
2025-10-13,联想,笔记本,拯救者Y9000P,5,11865,59325,山东,济南,京东,京东平台
2025-10-13,三星,手机,Galaxy Z Flip5,13,9267,120471,江苏,无锡,电器城,无锡电器城
2025-10-13,小米,手表,Xiaomi Watch S3,1,871,871,北京,北京市,京东,京东平台
2025-10-13,惠普,笔记本,Envy 16,12,9361,112332,湖南,株洲,电器城,株洲电器城
2025-10-14,戴尔,显示器,UltraSharp 27,9,3727,33543,浙江,杭州,拼多多,拼多多平台
2025-10-14,联想,平板,Yoga Tab 13,5,4450,22250,辽宁,大连,京东,京东平台
2025-10-14,戴尔,显示器,UltraSharp 27,15,3750,56250,陕西,西安,电器城,西安戴尔专卖店
2025-10-15,三星,手机,Galaxy A55,15,3299,49485,重庆,重庆市,品牌官网,品牌官网平台
2025-10-15,vivo,手机,X100 Pro,1,6164,6164,河北,保定,品牌官网,品牌官网平台
2025-10-15,戴尔,笔记本,Alienware m16,9,15877,142893,山东,济南,天猫,天猫平台
2025-10-15,戴尔,笔记本,Inspiron 15,15,5743,86145,北京,北京市,电器城,北京市戴尔专卖店
2025-10-15,戴尔,笔记本,Alienware m16,2,17531,35062,浙江,杭州,电器城,杭州电器城
2025-10-15,三星,手机,Galaxy S24,5,7857,39285,河北,石家庄,线下专卖店,石家庄电器城
2025-10-16,华为,平板,MatePad 11,7,3206,22442,辽宁,大连,京东,京东平台
2025-10-17,荣耀,笔记本,MagicBook Pro 16,3,6145,18435,北京,北京市,京东,京东平台
2025-10-18,联想,笔记本,拯救者Y9000P,4,9370,37480,湖北,宜昌,拼多多,拼多多平台
2025-10-19,荣耀,平板,Pad X9,12,1557,18684,山东,济南,京东,京东平台
2025-10-19,戴尔,显示器,S2721QS,13,2688,34944,湖南,衡阳,线下专卖店,衡阳戴尔专卖店
2025-10-19,联想,平板,小新Pad Pro,13,3255,42315,河北,唐山,京东,京东平台
2025-10-19,荣耀,手机,Magic6 Pro,15,7585,113775,北京,北京市,天猫,天猫平台
2025-10-20,vivo,耳机,TWS Air,15,269,4035,河北,唐山,天猫,天猫平台
2025-10-21,小米,笔记本,Xiaomi Book Pro 16,8,8941,71528,安徽,合肥,线下专卖店,合肥小米专卖店
2025-10-22,惠普,显示器,X27q,12,1796,21552,陕西,西安,京东,京东平台
2025-10-23,联想,笔记本,小新Pro 16,6,5276,31656,浙江,杭州,拼多多,拼多多平台
2025-10-23,苹果,手机,iPhone 14,1,5823,5823,陕西,西安,天猫,天猫平台
2025-10-24,vivo,耳机,TWS 3,2,514,1028,河北,唐山,京东,京东平台
2025-10-25,华为,耳机,FreeBuds Pro 3,14,1199,16786,安徽,合肥,线下专卖店,合肥电器城
2025-10-26,惠普,笔记本,Spectre x360,14,12796,179144,四川,宜宾,品牌官网,品牌官网平台
2025-10-26,三星,平板,Tab A9,9,2093,18837,辽宁,大连,电器城,大连电器城
2025-10-26,华为,手表,Watch GT 4,11,2410,26510,陕西,宝鸡,线下专卖店,宝鸡华为专卖店
2025-10-27,戴尔,笔记本,Alienware m16,5,15822,79110,浙江,嘉兴,品牌官网,品牌官网平台
2025-10-28,荣耀,手机,90 GT,12,2637,31644,江苏,无锡,天猫,天猫平台
2025-10-29,vivo,耳机,TWS Air,3,209,627,北京,北京市,品牌官网,品牌官网平台
2025-10-29,OPPO,耳机,Enco Air3,1,330,330,江苏,南京,线下专卖店,南京电器城
2025-10-29,联想,笔记本,小新Pro 16,5,5969,29845,陕西,西安,京东,京东平台
2025-10-29,小米,耳机,Xiaomi Buds 3,3,671,2013,河南,郑州,线下专卖店,郑州小米专卖店
2025-10-30,苹果,手机,iPhone 15,1,7655,7655,陕西,宝鸡,京东,京东平台
2025-10-30,vivo,手机,Y100,1,1592,1592,浙江,嘉兴,天猫,天猫平台
