日期,品牌,车型,销售数量,单价(万元),销售额(万元),省份,城市,经销商
2025-08-29,吉利,帝豪,8,14.9,119.2,河北,唐山,唐山吉利4S店
2025-08-30,比亚迪,汉,3,18.2,54.6,河北,唐山,唐山比亚迪4S店
2025-08-30,奥迪,Q5L,9,27.7,249.3,河南,郑州,郑州奥迪4S店
2025-08-30,丰田,卡罗拉,7,32.0,224.0,湖北,襄阳,襄阳丰田4S店
2025-08-30,长安,UNI-V,8,12.4,99.2,河南,郑州,郑州长安4S店
2025-08-30,比亚迪,汉,9,14.2,127.8,浙江,杭州,杭州比亚迪4S店
2025-08-30,长城,炮,2,23.3,46.6,福建,厦门,厦门长城4S店
2025-08-31,奔驰,GLC,3,67.4,202.2,福建,福州,福州奔驰4S店
2025-09-01,奥迪,Q5L,5,47.6,238.0,河北,唐山,唐山奥迪4S店
2025-09-01,长安,CS75,9,18.5,166.5,湖北,武汉,武汉长安4S店
2025-09-03,奥迪,Q3,5,35.8,179.0,四川,成都,成都奥迪4S店
2025-09-04,大众,帕萨特,10,22.5,225.0,广东,深圳,深圳大众4S店
2025-09-05,本田,CR-V,4,24.7,98.8,江苏,南京,南京本田4S店
2025-09-06,丰田,凯美瑞,3,35.0,105.0,上海,上海市,上海市丰田4S店
2025-09-06,蔚来,ET7,9,46.8,421.2,安徽,芜湖,芜湖蔚来4S店
2025-09-07,宝马,5系,1,39.4,39.4,北京,北京市,北京市宝马4S店
2025-09-07,本田,CR-V,10,18.4,184.0,北京,北京市,北京市本田4S店
2025-09-07,奔驰,E级,9,52.4,471.6,浙江,杭州,杭州奔驰4S店
2025-09-08,本田,雅阁,8,12.8,102.4,湖南,长沙,长沙本田4S店
2025-09-09,理想,L9,4,43.7,174.8,广东,东莞,东莞理想4S店
2025-09-09,大众,速腾,4,14.2,56.8,河北,石家庄,石家庄大众4S店
2025-09-09,奥迪,A6L,4,29.9,119.6,北京,北京市,北京市奥迪4S店
2025-09-10,奔驰,GLC,2,51.8,103.6,陕西,西安,西安奔驰4S店
2025-09-11,理想,L8,4,33.6,134.4,山东,青岛,青岛理想4S店
2025-09-12,长安,逸动,5,10.8,54.0,四川,绵阳,绵阳长安4S店
2025-09-12,丰田,RAV4,5,22.4,112.0,浙江,温州,温州丰田4S店
2025-09-13,吉利,星越L,2,17.1,34.2,江苏,苏州,苏州吉利4S店
2025-09-13,本田,飞度,7,10.3,72.1,湖北,襄阳,襄阳本田4S店
2025-09-13,理想,L9,3,33.3,99.9,江苏,南京,南京理想4S店
2025-09-13,奔驰,GLE,5,32.4,162.0,河南,郑州,郑州奔驰4S店
2025-09-13,特斯拉,Model S,1,46.7,46.7,北京,北京市,北京市特斯拉4S店
2025-09-14,大众,朗逸,6,16.8,100.8,安徽,合肥,合肥大众4S店
2025-09-14,比亚迪,秦PLUS,6,10.8,64.8,河北,唐山,唐山比亚迪4S店
2025-09-14,奔驰,E级,8,60.5,484.0,湖北,武汉,武汉奔驰4S店
2025-09-15,理想,L9,9,33.1,297.9,上海,上海市,上海市理想4S店
2025-09-15,长安,UNI-V,8,18.4,147.2,上海,上海市,上海市长安4S店
2025-09-15,长安,逸动,8,9.4,75.2,广东,深圳,深圳长安4S店
2025-09-15,吉利,星瑞,6,15.1,90.6,湖北,襄阳,襄阳吉利4S店
2025-09-16,奥迪,Q5L,1,52.2,52.2,上海,上海市,上海市奥迪4S店
2025-09-16,长城,哈弗H6,8,10.8,86.4,四川,成都,成都长城4S店
2025-09-16,奥迪,Q5L,10,26.8,268.0,重庆,重庆市,重庆市奥迪4S店
2025-09-16,大众,迈腾,10,11.1,111.0,北京,北京市,北京市大众4S店
2025-09-16,奔驰,GLE,4,69.2,276.8,江苏,苏州,苏州奔驰4S店
2025-09-16,大众,迈腾,7,18.1,126.7,上海,上海市,上海市大众4S店
2025-09-17,本田,飞度,7,16.4,114.8,上海,上海市,上海市本田4S店
2025-09-17,本田,雅阁,9,22.6,203.4,广东,东莞,东莞本田4S店
2025-09-17,丰田,汉兰达,4,21.3,85.2,上海,上海市,上海市丰田4S店
2025-09-17,特斯拉,Model S,5,27.5,137.5,山东,济南,济南特斯拉4S店
2025-09-18,奔驰,GLC,2,67.6,135.2,重庆,重庆市,重庆市奔驰4S店
2025-09-18,蔚来,EC6,8,42.5,340.0,四川,成都,成都蔚来4S店
2025-09-18,宝马,3系,3,40.9,122.7,浙江,宁波,宁波宝马4S店
2025-09-18,蔚来,ET5,8,57.1,456.8,陕西,西安,西安蔚来4S店
2025-09-19,奥迪,A4L,9,38.6,347.4,河南,洛阳,洛阳奥迪4S店
2025-09-19,长安,逸动,7,12.5,87.5,北京,北京市,北京市长安4S店
2025-09-20,长安,CS75,4,13.4,53.6,湖南,长沙,长沙长安4S店
2025-09-20,本田,CR-V,7,20.4,142.8,湖南,株洲,株洲本田4S店
2025-09-20,奥迪,Q5L,5,37.6,188.0,江苏,南京,南京奥迪4S店
2025-09-21,理想,L7,9,43.2,388.8,四川,绵阳,绵阳理想4S店
2025-09-21,特斯拉,Model Y,5,26.4,132.0,湖北,襄阳,襄阳特斯拉4S店
2025-09-21,小鹏,G9,1,28.9,28.9,江苏,无锡,无锡小鹏4S店
2025-09-22,理想,L8,9,46.4,417.6,河北,石家庄,石家庄理想4S店
2025-09-22,小鹏,P7,10,38.0,380.0,河南,洛阳,洛阳小鹏4S店
2025-09-22,奔驰,GLC,6,62.7,376.2,四川,绵阳,绵阳奔驰4S店
2025-09-22,小鹏,G9,4,39.3,157.2,江苏,苏州,苏州小鹏4S店
2025-09-22,长城,哈弗H6,1,14.1,14.1,四川,绵阳,绵阳长城4S店
2025-09-23,奥迪,A6L,9,43.2,388.8,广东,东莞,东莞奥迪4S店
2025-09-23,丰田,RAV4,8,35.0,280.0,湖北,襄阳,襄阳丰田4S店
2025-09-23,比亚迪,唐,2,24.1,48.2,湖北,襄阳,襄阳比亚迪4S店
2025-09-23,特斯拉,Model 3,9,50.4,453.6,河南,郑州,郑州特斯拉4S店
2025-09-24,奥迪,A4L,10,45.4,454.0,四川,成都,成都奥迪4S店
2025-09-24,奥迪,A4L,10,48.6,486.0,湖南,株洲,株洲奥迪4S店
2025-09-24,长城,炮,4,27.5,110.0,河南,郑州,郑州长城4S店
2025-09-24,本田,CR-V,1,18.3,18.3,浙江,温州,温州本田4S店
2025-09-24,宝马,5系,1,39.4,39.4,福建,福州,福州宝马4S店
2025-09-25,丰田,RAV4,5,28.2,141.0,广东,广州,广州丰田4S店
2025-09-25,特斯拉,Model 3,1,35.9,35.9,福建,福州,福州特斯拉4S店
2025-09-26,比亚迪,秦PLUS,1,28.9,28.9,河北,石家庄,石家庄比亚迪4S店
2025-09-26,长城,炮,6,20.7,124.2,四川,成都,成都长城4S店
2025-09-27,特斯拉,Model S,8,27.2,217.6,河北,唐山,唐山特斯拉4S店
2025-09-27,本田,CR-V,7,14.0,98.0,上海,上海市,上海市本田4S店
2025-09-27,理想,L8,6,49.2,295.2,安徽,芜湖,芜湖理想4S店
2025-09-28,蔚来,EC6,10,32.3,323.0,上海,上海市,上海市蔚来4S店
2025-09-28,比亚迪,宋PLUS,10,14.2,142.0,四川,绵阳,绵阳比亚迪4S店
2025-09-28,比亚迪,汉,3,28.7,86.1,河南,洛阳,洛阳比亚迪4S店
2025-09-28,比亚迪,唐,5,11.4,57.0,上海,上海市,上海市比亚迪4S店
2025-09-29,宝马,5系,2,59.2,118.4,浙江,温州,温州宝马4S店
2025-09-29,丰田,卡罗拉,4,27.6,110.4,浙江,温州,温州丰田4S店
2025-09-29,奥迪,A4L,6,28.4,170.4,四川,成都,成都奥迪4S店
2025-09-29,大众,迈腾,5,14.4,72.0,湖北,襄阳,襄阳大众4S店
2025-09-29,本田,CR-V,3,17.3,51.9,北京,北京市,北京市本田4S店
2025-10-01,蔚来,ET5,3,57.4,172.2,河南,郑州,郑州蔚来4S店
2025-10-01,奔驰,E级,4,68.7,274.8,四川,绵阳,绵阳奔驰4S店
2025-10-01,比亚迪,宋PLUS,5,29.4,147.0,江苏,南京,南京比亚迪4S店
2025-10-02,宝马,X5,2,47.6,95.2,江苏,无锡,无锡宝马4S店
2025-10-03,奔驰,E级,4,59.1,236.4,陕西,西安,西安奔驰4S店
2025-10-03,丰田,RAV4,2,28.9,57.8,安徽,合肥,合肥丰田4S店
2025-10-04,小鹏,G9,5,33.8,169.0,河南,洛阳,洛阳小鹏4S店
2025-10-04,比亚迪,汉,2,14.5,29.0,河北,石家庄,石家庄比亚迪4S店
2025-10-04,奥迪,Q3,1,27.4,27.4,重庆,重庆市,重庆市奥迪4S店
2025-10-04,奥迪,A4L,8,28.9,231.2,重庆,重庆市,重庆市奥迪4S店
2025-10-05,理想,L7,8,45.2,361.6,湖北,武汉,武汉理想4S店
2025-10-05,宝马,3系,1,58.5,58.5,河北,唐山,唐山宝马4S店
2025-10-05,大众,帕萨特,10,19.8,198.0,湖北,武汉,武汉大众4S店
2025-10-06,丰田,凯美瑞,3,32.9,98.7,上海,上海市,上海市丰田4S店
2025-10-06,蔚来,ES6,2,35.2,70.4,安徽,芜湖,芜湖蔚来4S店
2025-10-07,奥迪,A6L,9,52.5,472.5,福建,福州,福州奥迪4S店
2025-10-07,大众,速腾,8,10.4,83.2,安徽,合肥,合肥大众4S店
2025-10-07,小鹏,P7,7,23.0,161.0,北京,北京市,北京市小鹏4S店
2025-10-07,本田,雅阁,6,14.5,87.0,北京,北京市,北京市本田4S店
2025-10-07,吉利,星瑞,10,13.5,135.0,安徽,合肥,合肥吉利4S店
2025-10-08,吉利,博越,3,13.7,41.1,广东,东莞,东莞吉利4S店
2025-10-08,奥迪,A6L,8,45.6,364.8,山东,济南,济南奥迪4S店
2025-10-08,宝马,5系,9,42.4,381.6,河南,洛阳,洛阳宝马4S店
2025-10-09,大众,途观,10,17.9,179.0,河南,郑州,郑州大众4S店
2025-10-09,吉利,帝豪,5,13.7,68.5,河北,唐山,唐山吉利4S店
2025-10-09,奥迪,A4L,2,33.7,67.4,江苏,南京,南京奥迪4S店
2025-10-09,吉利,帝豪,5,10.5,52.5,浙江,宁波,宁波吉利4S店
2025-10-09,宝马,3系,6,33.4,200.4,山东,青岛,青岛宝马4S店
2025-10-10,大众,途观,8,18.4,147.2,浙江,宁波,宁波大众4S店
2025-10-10,大众,速腾,7,14.2,99.4,福建,厦门,厦门大众4S店
2025-10-10,理想,L8,4,37.7,150.8,广东,佛山,佛山理想4S店
2025-10-11,吉利,星瑞,9,12.3,110.7,山东,青岛,青岛吉利4S店
2025-10-11,长安,UNI-V,9,13.6,122.4,广东,广州,广州长安4S店
2025-10-11,奥迪,A4L,5,36.1,180.5,湖南,株洲,株洲奥迪4S店
2025-10-11,奔驰,GLE,3,67.0,201.0,安徽,合肥,合肥奔驰4S店
2025-10-12,蔚来,ES6,2,32.8,65.6,河北,石家庄,石家庄蔚来4S店
2025-10-13,宝马,3系,1,53.7,53.7,江苏,无锡,无锡宝马4S店
2025-10-13,吉利,博越,5,11.9,59.5,浙江,宁波,宁波吉利4S店
2025-10-14,长安,UNI-V,5,12.2,61.0,浙江,温州,温州长安4S店
2025-10-15,丰田,汉兰达,10,17.1,171.0,江苏,南京,南京丰田4S店
2025-10-16,本田,思域,2,24.9,49.8,湖北,襄阳,襄阳本田4S店
2025-10-16,比亚迪,海豹,5,19.2,96.0,安徽,合肥,合肥比亚迪4S店
2025-10-16,长城,炮,6,22.9,137.4,河北,唐山,唐山长城4S店
2025-10-16,丰田,汉兰达,3,24.5,73.5,四川,成都,成都丰田4S店
2025-10-16,吉利,博越,9,11.8,106.2,重庆,重庆市,重庆市吉利4S店
2025-10-17,特斯拉,Model Y,2,29.9,59.8,浙江,宁波,宁波特斯拉4S店
2025-10-18,长安,CS75,3,18.6,55.8,广东,广州,广州长安4S店
2025-10-18,比亚迪,海豹,8,13.1,104.8,山东,青岛,青岛比亚迪4S店
2025-10-18,理想,L8,9,43.5,391.5,山东,青岛,青岛理想4S店
2025-10-18,比亚迪,宋PLUS,10,22.0,220.0,浙江,温州,温州比亚迪4S店
2025-10-19,丰田,卡罗拉,7,26.2,183.4,福建,厦门,厦门丰田4S店
2025-10-19,宝马,X3,3,47.9,143.7,山东,烟台,烟台宝马4S店
2025-10-19,奥迪,A6L,3,34.5,103.5,河北,石家庄,石家庄奥迪4S店
2025-10-19,丰田,卡罗拉,8,28.6,228.8,广东,佛山,佛山丰田4S店
2025-10-19,长安,CS75,4,18.0,72.0,山东,青岛,青岛长安4S店
2025-10-20,吉利,博越,3,14.9,44.7,广东,东莞,东莞吉利4S店
2025-10-20,小鹏,P7,4,37.1,148.4,福建,福州,福州小鹏4S店
2025-10-20,蔚来,ET5,10,44.5,445.0,重庆,重庆市,重庆市蔚来4S店
2025-10-21,长城,炮,9,12.3,110.7,北京,北京市,北京市长城4S店
2025-10-21,奔驰,GLE,7,49.8,348.6,福建,厦门,厦门奔驰4S店
2025-10-21,丰田,汉兰达,7,18.9,132.3,重庆,重庆市,重庆市丰田4S店
2025-10-21,大众,迈腾,10,24.6,246.0,山东,青岛,青岛大众4S店
2025-10-21,丰田,凯美瑞,10,13.6,136.0,重庆,重庆市,重庆市丰田4S店
2025-10-22,奔驰,GLE,6,30.2,181.2,江苏,苏州,苏州奔驰4S店
2025-10-22,长城,炮,5,20.8,104.0,山东,青岛,青岛长城4S店
2025-10-23,蔚来,EC6,3,35.7,107.1,四川,绵阳,绵阳蔚来4S店
2025-10-23,长安,UNI-V,3,10.8,32.4,福建,福州,福州长安4S店
2025-10-23,长城,哈弗H6,9,19.9,179.1,山东,济南,济南长城4S店
2025-10-23,长城,炮,8,14.5,116.0,上海,上海市,上海市长城4S店
2025-10-23,吉利,帝豪,7,13.2,92.4,福建,福州,福州吉利4S店
2025-10-24,蔚来,ET5,1,52.4,52.4,北京,北京市,北京市蔚来4S店
2025-10-26,吉利,博越,1,12.3,12.3,江苏,苏州,苏州吉利4S店
2025-10-26,奔驰,GLE,6,51.7,310.2,安徽,合肥,合肥奔驰4S店
2025-10-26,长安,UNI-K,9,16.1,144.9,江苏,苏州,苏州长安4S店
2025-10-26,丰田,凯美瑞,5,17.9,89.5,上海,上海市,上海市丰田4S店
2025-10-27,长安,UNI-K,4,11.5,46.0,山东,济南,济南长安4S店
2025-10-27,特斯拉,Model 3,6,42.9,257.4,湖北,襄阳,襄阳特斯拉4S店
2025-10-28,特斯拉,Model Y,3,35.6,106.8,广东,佛山,佛山特斯拉4S店
2025-10-28,理想,L7,5,39.6,198.0,上海,上海市,上海市理想4S店
2025-10-29,宝马,3系,1,35.2,35.2,广东,佛山,佛山宝马4S店
2025-10-29,丰田,卡罗拉,9,31.3,281.7,河南,洛阳,洛阳丰田4S店
2025-10-30,丰田,卡罗拉,9,24.7,222.3,重庆,重庆市,重庆市丰田4S店
2025-10-31,宝马,X5,5,51.3,256.5,四川,成都,成都宝马4S店
2025-11-01,比亚迪,唐,1,12.2,12.2,北京,北京市,北京市比亚迪4S店
2025-11-01,长城,哈弗H6,3,25.4,76.2,山东,烟台,烟台长城4S店
2025-11-02,吉利,帝豪,10,14.3,143.0,浙江,温州,温州吉利4S店
2025-11-02,奔驰,GLE,6,53.5,321.0,山东,青岛,青岛奔驰4S店
2025-11-02,丰田,卡罗拉,5,32.6,163.0,北京,北京市,北京市丰田4S店
2025-11-02,长安,CS75,7,10.8,75.6,广东,广州,广州长安4S店
2025-11-02,丰田,凯美瑞,6,27.8,166.8,上海,上海市,上海市丰田4S店
2025-11-03,宝马,X5,6,30.6,183.6,重庆,重庆市,重庆市宝马4S店
2025-11-04,长安,UNI-V,1,17.3,17.3,陕西,西安,西安长安4S店
2025-11-05,蔚来,ES6,3,44.4,133.2,河南,洛阳,洛阳蔚来4S店
2025-11-05,蔚来,ET5,7,49.8,348.6,河北,唐山,唐山蔚来4S店
2025-11-06,比亚迪,海豹,8,27.6,220.8,广东,深圳,深圳比亚迪4S店
2025-11-06,比亚迪,海豹,4,20.0,80.0,安徽,芜湖,芜湖比亚迪4S店
2025-11-06,大众,速腾,8,21.1,168.8,山东,济南,济南大众4S店
2025-11-07,长安,逸动,7,17.3,121.1,四川,绵阳,绵阳长安4S店
2025-11-07,蔚来,ET7,5,55.0,275.0,河北,石家庄,石家庄蔚来4S店
2025-11-07,小鹏,G6,4,24.4,97.6,湖南,株洲,株洲小鹏4S店
2025-11-07,奔驰,E级,6,32.1,192.6,浙江,杭州,杭州奔驰4S店
2025-11-08,长城,炮,3,15.3,45.9,江苏,无锡,无锡长城4S店
2025-11-08,奥迪,A6L,8,31.5,252.0,四川,绵阳,绵阳奥迪4S店
2025-11-09,蔚来,ET5,4,58.4,233.6,福建,福州,福州蔚来4S店
2025-11-09,丰田,卡罗拉,8,26.6,212.8,重庆,重庆市,重庆市丰田4S店
2025-11-09,长城,哈弗H6,4,18.8,75.2,福建,福州,福州长城4S店
2025-11-09,丰田,RAV4,1,34.5,34.5,上海,上海市,上海市丰田4S店
2025-11-10,小鹏,G9,9,30.6,275.4,江苏,无锡,无锡小鹏4S店
2025-11-10,宝马,5系,10,41.8,418.0,安徽,芜湖,芜湖宝马4S店
2025-11-10,本田,飞度,7,21.3,149.1,湖北,襄阳,襄阳本田4S店
2025-11-10,比亚迪,汉,1,20.7,20.7,四川,绵阳,绵阳比亚迪4S店
2025-11-11,长安,UNI-K,9,13.6,122.4,河北,石家庄,石家庄长安4S店
2025-11-11,奔驰,GLC,1,55.6,55.6,上海,上海市,上海市奔驰4S店
2025-11-11,长安,UNI-K,6,19.6,117.6,北京,北京市,北京市长安4S店
2025-11-11,丰田,汉兰达,7,25.6,179.2,北京,北京市,北京市丰田4S店
2025-11-11,长城,哈弗H6,3,25.1,75.3,四川,成都,成都长城4S店
2025-11-12,小鹏,G9,8,35.5,284.0,河南,洛阳,洛阳小鹏4S店
2025-11-12,宝马,X3,4,40.0,160.0,安徽,合肥,合肥宝马4S店
2025-11-13,特斯拉,Model 3,5,47.1,235.5,浙江,温州,温州特斯拉4S店
2025-11-13,大众,途观,10,23.8,238.0,上海,上海市,上海市大众4S店
2025-11-13,大众,朗逸,7,19.8,138.6,江苏,南京,南京大众4S店
2025-11-14,理想,L8,4,45.5,182.0,山东,烟台,烟台理想4S店
2025-11-14,长城,炮,4,26.4,105.6,北京,北京市,北京市长城4S店
2025-11-15,丰田,汉兰达,8,20.5,164.0,河北,石家庄,石家庄丰田4S店
2025-11-15,长安,逸动,2,13.0,26.0,湖北,武汉,武汉长安4S店
2025-11-16,长城,炮,2,12.4,24.8,河南,洛阳,洛阳长城4S店
2025-11-16,长城,炮,6,15.3,91.8,重庆,重庆市,重庆市长城4S店
2025-11-17,丰田,RAV4,5,22.1,110.5,浙江,宁波,宁波丰田4S店
2025-11-17,本田,思域,3,17.5,52.5,湖南,长沙,长沙本田4S店
2025-11-17,长城,坦克300,1,21.1,21.1,山东,烟台,烟台长城4S店
2025-11-17,奥迪,A6L,3,38.7,116.1,江苏,南京,南京奥迪4S店
2025-11-17,本田,雅阁,2,16.4,32.8,安徽,合肥,合肥本田4S店
2025-11-17,长安,UNI-V,10,13.9,139.0,湖北,襄阳,襄阳长安4S店
2025-11-17,特斯拉,Model 3,4,48.5,194.0,陕西,西安,西安特斯拉4S店
2025-11-17,宝马,X5,7,42.2,295.4,湖北,武汉,武汉宝马4S店
2025-11-18,长安,UNI-V,2,14.9,29.8,北京,北京市,北京市长安4S店
2025-11-18,长城,哈弗H6,8,16.2,129.6,北京,北京市,北京市长城4S店
2025-11-18,宝马,5系,8,43.2,345.6,四川,绵阳,绵阳宝马4S店
2025-11-18,奥迪,Q5L,7,38.9,272.3,重庆,重庆市,重庆市奥迪4S店
2025-11-19,长安,逸动,7,16.6,116.2,四川,绵阳,绵阳长安4S店
2025-11-19,大众,帕萨特,7,19.6,137.2,河南,郑州,郑州大众4S店
2025-11-19,吉利,帝豪,3,16.9,50.7,北京,北京市,北京市吉利4S店
2025-11-19,奥迪,A6L,5,42.2,211.0,河北,石家庄,石家庄奥迪4S店
2025-11-20,长城,坦克300,2,11.3,22.6,湖北,襄阳,襄阳长城4S店
2025-11-21,蔚来,EC6,9,52.7,474.3,安徽,合肥,合肥蔚来4S店
2025-11-21,小鹏,P7,4,33.5,134.0,河北,唐山,唐山小鹏4S店
2025-11-21,小鹏,G9,5,27.6,138.0,湖北,武汉,武汉小鹏4S店
2025-11-22,理想,L8,6,33.3,199.8,浙江,温州,温州理想4S店
2025-11-22,理想,L8,7,44.1,308.7,广东,东莞,东莞理想4S店
2025-11-22,特斯拉,Model S,6,26.1,156.6,四川,绵阳,绵阳特斯拉4S店
2025-11-23,宝马,3系,8,50.2,401.6,北京,北京市,北京市宝马4S店
2025-11-23,本田,思域,2,17.1,34.2,江苏,苏州,苏州本田4S店
2025-11-24,特斯拉,Model 3,4,51.0,204.0,浙江,杭州,杭州特斯拉4S店
2025-11-24,吉利,博越,3,9.5,28.5,湖北,武汉,武汉吉利4S店
2025-11-24,奥迪,Q5L,9,30.2,271.8,安徽,芜湖,芜湖奥迪4S店
2025-11-24,奥迪,Q3,9,25.3,227.7,江苏,南京,南京奥迪4S店
2025-11-24,小鹏,G6,10,28.4,284.0,湖南,株洲,株洲小鹏4S店
2025-11-24,丰田,RAV4,5,16.6,83.0,江苏,无锡,无锡丰田4S店
2025-11-25,宝马,3系,3,38.8,116.4,四川,成都,成都宝马4S店
2025-11-25,长城,炮,1,29.4,29.4,河北,唐山,唐山长城4S店
2025-11-25,本田,飞度,7,13.7,95.9,江苏,苏州,苏州本田4S店
2025-11-25,蔚来,ET7,6,43.8,262.8,广东,深圳,深圳蔚来4S店
2025-11-25,长安,逸动,6,19.5,117.0,河南,郑州,郑州长安4S店
2025-11-26,丰田,汉兰达,5,34.7,173.5,江苏,苏州,苏州丰田4S店
2025-11-26,大众,速腾,8,22.7,181.6,陕西,西安,西安大众4S店
2025-11-27,蔚来,ET7,1,43.4,43.4,上海,上海市,上海市蔚来4S店
2025-11-27,大众,速腾,3,21.9,65.7,四川,成都,成都大众4S店
2025-11-28,特斯拉,Model Y,2,54.6,109.2,湖北,武汉,武汉特斯拉4S店
2025-11-28,特斯拉,Model S,4,53.0,212.0,湖北,武汉,武汉特斯拉4S店
2025-11-28,大众,速腾,4,22.0,88.0,江苏,无锡,无锡大众4S店
2025-11-28,吉利,星越L,5,10.4,52.0,安徽,合肥,合肥吉利4S店
2025-11-29,奔驰,C级,1,35.6,35.6,江苏,苏州,苏州奔驰4S店
2025-11-29,宝马,5系,5,34.1,170.5,重庆,重庆市,重庆市宝马4S店
2025-11-29,小鹏,P7,1,22.3,22.3,陕西,西安,西安小鹏4S店
2025-11-30,长安,UNI-V,9,11.1,99.9,河南,洛阳,洛阳长安4S店
2025-12-01,小鹏,P7,4,27.3,109.2,重庆,重庆市,重庆市小鹏4S店
2025-12-01,理想,L7,7,40.3,282.1,重庆,重庆市,重庆市理想4S店
2025-12-02,宝马,X3,6,33.7,202.2,河南,洛阳,洛阳宝马4S店
2025-12-02,长城,坦克300,6,29.0,174.0,陕西,西安,西安长城4S店
2025-12-02,奥迪,A4L,1,39.0,39.0,山东,烟台,烟台奥迪4S店
2025-12-03,宝马,X5,4,33.4,133.6,北京,北京市,北京市宝马4S店
2025-12-04,奔驰,GLC,8,46.9,375.2,陕西,西安,西安奔驰4S店
2025-12-04,特斯拉,Model Y,10,43.0,430.0,山东,济南,济南特斯拉4S店
2025-12-04,吉利,星瑞,1,12.6,12.6,北京,北京市,北京市吉利4S店
2025-12-04,奥迪,A4L,9,25.2,226.8,河南,郑州,郑州奥迪4S店
2025-12-05,比亚迪,海豚,4,13.1,52.4,广东,佛山,佛山比亚迪4S店
2025-12-05,理想,L8,4,48.9,195.6,四川,绵阳,绵阳理想4S店
2025-12-06,理想,L7,5,44.4,222.0,湖北,襄阳,襄阳理想4S店
2025-12-06,大众,帕萨特,6,14.4,86.4,重庆,重庆市,重庆市大众4S店
2025-12-06,长城,哈弗H6,8,16.6,132.8,湖南,株洲,株洲长城4S店
2025-12-06,大众,迈腾,9,12.1,108.9,河南,洛阳,洛阳大众4S店
2025-12-08,奔驰,GLC,5,46.1,230.5,湖北,武汉,武汉奔驰4S店
2025-12-08,比亚迪,海豚,9,28.0,252.0,广东,广州,广州比亚迪4S店
2025-12-08,长安,UNI-V,2,12.0,24.0,北京,北京市,北京市长安4S店
2025-12-09,理想,L9,5,46.2,231.0,广东,广州,广州理想4S店
2025-12-10,特斯拉,Model Y,7,37.4,261.8,陕西,西安,西安特斯拉4S店
2025-12-10,奔驰,GLC,7,57.9,405.3,广东,东莞,东莞奔驰4S店
2025-12-10,奔驰,GLE,4,44.6,178.4,山东,青岛,青岛奔驰4S店
2025-12-11,长城,炮,7,12.0,84.0,安徽,芜湖,芜湖长城4S店
2025-12-11,理想,L8,3,41.5,124.5,四川,绵阳,绵阳理想4S店
2025-12-11,奥迪,A6L,4,44.0,176.0,江苏,无锡,无锡奥迪4S店
2025-12-11,吉利,星越L,8,15.7,125.6,重庆,重庆市,重庆市吉利4S店
2025-12-11,蔚来,ET7,10,59.1,591.0,湖南,长沙,长沙蔚来4S店
2025-12-11,奥迪,Q3,3,48.9,146.7,四川,成都,成都奥迪4S店
2025-12-12,特斯拉,Model Y,7,40.5,283.5,四川,绵阳,绵阳特斯拉4S店
2025-12-12,比亚迪,汉,1,14.8,14.8,广东,广州,广州比亚迪4S店
2025-12-13,小鹏,G9,5,33.6,168.0,湖南,株洲,株洲小鹏4S店
2025-12-13,奔驰,GLE,5,35.7,178.5,福建,厦门,厦门奔驰4S店
2025-12-13,长城,坦克300,9,22.3,200.7,北京,北京市,北京市长城4S店
2025-12-14,小鹏,G9,3,35.3,105.9,福建,福州,福州小鹏4S店
2025-12-14,长城,坦克300,6,20.4,122.4,陕西,西安,西安长城4S店
2025-12-15,蔚来,ET5,9,50.5,454.5,河北,唐山,唐山蔚来4S店
2025-12-15,小鹏,G9,2,37.5,75.0,湖北,襄阳,襄阳小鹏4S店
2025-12-15,长安,UNI-K,10,9.0,90.0,江苏,南京,南京长安4S店
2025-12-15,奥迪,A4L,6,25.2,151.2,陕西,西安,西安奥迪4S店
2025-12-15,大众,朗逸,5,19.8,99.0,江苏,苏州,苏州大众4S店
2025-12-15,宝马,3系,4,36.7,146.8,安徽,芜湖,芜湖宝马4S店
2025-12-16,长城,炮,6,12.7,76.2,上海,上海市,上海市长城4S店
2025-12-17,长安,CS75,10,17.6,176.0,河北,石家庄,石家庄长安4S店
2025-12-17,宝马,X3,4,48.8,195.2,湖北,襄阳,襄阳宝马4S店
2025-12-17,宝马,X3,3,32.0,96.0,江苏,南京,南京宝马4S店
2025-12-18,奥迪,A4L,2,27.7,55.4,上海,上海市,上海市奥迪4S店
2025-12-18,本田,思域,6,13.2,79.2,广东,广州,广州本田4S店
2025-12-18,本田,思域,8,14.2,113.6,河南,洛阳,洛阳本田4S店
2025-12-19,长城,哈弗H6,5,21.9,109.5,福建,福州,福州长城4S店
2025-12-19,本田,雅阁,1,12.7,12.7,安徽,芜湖,芜湖本田4S店
2025-12-19,小鹏,G6,2,28.2,56.4,广东,佛山,佛山小鹏4S店
2025-12-19,长安,逸动,2,12.5,25.0,浙江,杭州,杭州长安4S店
2025-12-20,特斯拉,Model S,5,57.1,285.5,山东,烟台,烟台特斯拉4S店
2025-12-20,小鹏,G6,9,24.1,216.9,北京,北京市,北京市小鹏4S店
2025-12-20,蔚来,ET5,5,47.9,239.5,北京,北京市,北京市蔚来4S店
2025-12-20,本田,CR-V,5,21.9,109.5,江苏,无锡,无锡本田4S店
2025-12-22,本田,思域,1,10.7,10.7,江苏,苏州,苏州本田4S店
